order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD087064,ID0643991286,2019-07-21,Bakers,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,66.33,-37.8244864,144.9886142,15,18987.33,Winter,True,1.7148,wanted an unlocked phone and it came as an at&t ... wanted an unlocked phone and it came as an at&t carrier phone so it does not work with my sim card,False
ORD456450,ID2841675058,2019-08-27,Nickolson,"[('pearTV', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('iStream', 2)]",35140,67.89,-37.8093734,144.964315,0,35207.89,Winter,False,1.1251,ood value for your money works well up to now,True
ORD293309,ID0579322405,2019-12-12,Bakers,"[('Universe Note', 1), ('pearTV', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",18155,70.58,-37.815335,144.9910639,0,18225.58,Summer,False,0.6983,"bought this for my mom as an upgrade to her older non-hd candle inferno and it is an improvement on all fronts - bigger better screen, better speakers, faster processor and updated operating system plus a slot for external storage. great price for what you get.",True
ORD111934,ID2266563639,2019-03-27,Thompson,"[('Alcon 10', 2), ('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",22960,65.08,-37.8088633,144.9536876,10,20729.08,Autumn,False,0.7202,"other than that it is truly perfect, not one scratch etc only reason it is not five out of five stars is because the battery on this phone doesn't last as long as my other universe s6 phone. other than that it is truly perfect, not one scratch etc.",True
ORD413704,ID0294622369,2019-03-15,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",23500,62.99,-37.8186183,144.9670084,10,21212.99,Autumn,False,0.2236,five stars i bought this for my daughter and she loves it.,True
ORD314741,ID4520380509,2019-12-04,Thompson,"[('iStream', 2), ('Candle Inferno', 1)]",730,92.68,-37.81168270000001,144.95637549999995,15,713.1800000000002,Summer,True,0.8258,"nice phone, good battery backup nice phone, good battery backup, no hang problem, no heating prob, works great, its finger print sensor does not works well....",True
ORD267320,ID1217532791,2019-04-20,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Thunder line', 1)]",22305,97.74,-37.81798660000001,144.9485207,0,22402.74,Autumn,False,0.6051,best toshika phone great product! we both love our new phones.,True
ORD048822,ID0560991981,2019-01-21,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Candle Inferno', 2), ('pearTV', 1)]",11845,73.82,-37.8220278,144.9475811,5,11326.57,Summer,False,1.0423,the people i purchased this for during christmas holiday loved it...,True
ORD217996,ID1492416120,2019-07-26,Thompson,"[('pearTV', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('iAssist Line', 1)]",18725,79.78,-37.8019486,144.95743169999997,25,14123.53,Winter,True,1.5019999999999998,"works perfect, brand new excellent phone. i like it. on time delivery. abate abtew",True
ORD126724,ID0642420366,2019-06-13,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",10740,68.35,-37.8194511,144.9548142,0,10808.35,Winter,False,1.0165,flawless so far the phone has been flawless. i use it on straight talk cdma.,True
ORD015928,ID5422003858,2019-04-02,Thompson,"[('Universe Note', 1), ('iStream', 2), ('pearTV', 1)]",10060,66.09,-37.800443,144.958785,5,9623.09,Autumn,True,1.7074,short battery life ruins otherwise good phone i expected longer battery life than on my present s7 and was disappointed. returned for this reason.,False
ORD187513,ID2384091379,2019-12-01,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 2)]",12240,78.84,-37.8078997,144.97338169999998,10,11094.84,Summer,False,1.2373,best phone for a cheap price i absolutely love this device. it works great it comes with a case a 64 gb micro as card and a us wall adapter i love this it works great i am really happy,True
ORD433541,ID1479897587,2019-12-10,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1)]",11130,72.43,-37.8201081,144.9583279,5,10645.93,Summer,False,1.0012,"i love my iassist line. i play games with my son, ask how the weather is and i love that she works with my digico inferno tv.",True
ORD454679,ID0777789012,2019-05-14,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('Universe Note', 1)]",14120,79.39,-37.8061848,144.9551499,5,13493.39,Autumn,True,1.0133,"five stars i got a very good quality phone i never expect to get. good price, fast delivery.",True
ORD109935,ID4716795504,2019-12-09,Thompson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900,72.04,-37.81742670000001,144.9526395,0,5972.04,Summer,False,0.7211,good seller. everything ok! good seller...,True
ORD294253,ID5002594978,2019-11-04,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 1), ('Lucent 330S', 1)]",12215,98.06,-37.812277200000004,144.95139790000005,0,12313.06,Spring,True,0.3832,"good this was product a great and it was offered at a very reasonable price, for a phone of that stature.",True
ORD336326,ID0746912535,2019-04-08,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",18165,66.13,-37.825725399999996,144.9828503,15,15506.38,Autumn,False,1.4134,i love it!!!!,True
ORD114608,ID2384426953,2019-04-17,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2)]",3685,79.51,-37.810334999999995,144.96328369999995,0,3764.51,Autumn,True,1.072,yes7edge love my new phone,True
ORD375606,ID0287629308,2019-01-03,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Thunder line', 2)]",6015,74.8,-37.8048558,144.95130580000003,25,4586.05,Summer,False,0.9466,900$ worth it very easy 5/5 🌟 thank you for this powerful phone speed cpu (2.96ghz) great screen (90hz) very loud speaker (2) very loud mic (3) very strong battery life qualcomm qc 4.0 2 type c there is many things to say...,True
ORD023329,ID0299026688,2019-09-16,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2)]",2090,52.78,-37.8049,145.0117458,10,1933.78,Spring,True,1.5592,speed is fine. sometimes flips too quick and keyboard very small speed is fine. sometimes flips too quick and keyboard very small. have to use a stylus. don,True
ORD130072,ID4716795757,2019-04-12,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Alcon 10', 1)]",15730,77.19,-37.818750099999995,144.9532499,25,11874.69,Autumn,True,0.8678,"phone works well so far so good. operating system works well. fast and efficient. phone looks pretty good, very stylish and fancy.",True
ORD246757,ID6167417976,2019-05-31,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2), ('iStream', 2)]",13700,78.49,-37.8121891,144.96979869999996,15,11723.49,Autumn,True,0.7134,five stars it's a amazing mobile,True
ORD430394,ID0588197215,2019-10-07,Nickolson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,100.54,-37.812148,144.97385730000005,10,13461.04,Spring,True,0.8114,cool stuff a great phone with a great price. worth the buying,True
ORD162559,ID1288940365,2019-12-28,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('iAssist Line', 1)]",16075,73.57,-37.8187901,144.9529565,0,16148.57,Summer,False,0.8554,"great, very worthy of purchase. this was a great buy. it definitely is ""like new"". i actually get the impression that the phone was never even used but simply an item someone returned because they bought the wrong model. the phone is working excellently and is aesthetically pleasing.",True
ORD474622,ID0576868762,2019-07-24,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 2), ('Olivia x460', 1)]",36065,81.57,-37.824382299999996,144.9903858,10,32540.07,Winter,True,1.6572,what the phone wow,True
ORD157473,ID0576861863,2019-11-03,Bakers,"[('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 2)]",30380,84.42,-37.824521600000004,144.98850900000005,0,30464.42,Spring,False,1.7216,"five stars this phone is just great, i would buy it again if i had to.",True
ORD376243,ID2442297416,2019-10-10,Thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Toshika 750', 1)]",8725,76.11,-37.8174651,144.95200469999997,25,6619.86,Spring,False,0.6877,five stars excellent product!,True
ORD190605,ID0711331339,2019-01-09,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,76.01,-37.80641129999999,144.95706859999999,25,5183.51,Summer,False,1.1222,this phone will not disappoint. overall the phone is fast and has not disappointed. the battery life is really good and the 90hz screen is awesome. the phone is a little pricey compared to the other flagships but i really enjoy the vanilla google android experience.,True
ORD226084,ID3121590187,2019-11-06,Bakers,"[('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",15770,64.22,-37.803262,145.0004241,0,15834.22,Spring,False,0.8778,poor i feel i bought a toy phone,False
ORD141870,ID1728560657,2019-10-11,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1)]",4310,81.35,-37.822348999999996,144.9394121,15,3744.85,Spring,False,1.2702,innovation miui...very unique android experience. finally some phone innovation delivered! killing the monotony of rectancles with screens that most phones are today. good job xiaomi!,True
ORD053807,ID0723964999,2019-06-12,Bakers,"[('pearTV', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",28660,79.15,-37.8038851,145.00559630000004,5,27306.15,Winter,True,1.1374,four stars need something like this,True
ORD428025,ID1458418025,2019-10-07,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,85.48,-37.8196257,145.01002319999995,0,20445.48,Spring,False,1.6855,good quality at this price awesome picture quality，especially the picture of night view. the other feature i like is double sim card. but you need to pay attention to the network provider，only a t&t and t mobile are allowed.,True
ORD085579,ID0233315048,2019-06-02,Bakers,"[('Alcon 10', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",11035,69.7,-37.8014794,144.9768469,10,10001.2,Winter,False,1.8744,great perfect,True
ORD242710,ID2451174795,2019-12-27,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 1)]",24710,91.77,-37.8158956,144.95328730000003,25,18624.27,Summer,True,0.654,"works well. i really like the bigger screen (up from the 7""). easier to read, just as easier to use if not better.",True
ORD032163,ID5982185669,2019-11-18,Thompson,"[('Universe Note', 1), ('iStream', 1), ('Toshika 750', 2), ('Thunder line', 1)]",14420,81.97,-37.80659910000001,144.9613092,5,13780.97,Spring,False,1.4232,huawei=quality quality piece. love it.,True
ORD468703,ID0581731647,2019-01-15,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 2), ('pearTV', 1)]",26970,105.31,-37.8047016,144.9269198,25,20332.81,Summer,True,1.9818,very fast i upgraded from the alcon 6 plus. this device is great.,True
ORD326071,ID0128882436,2019-12-24,Bakers,"[('iStream', 1), ('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",29270,74.92,-37.8017178,144.9982593,5,27881.42,Summer,False,0.9592,unlocked and in pretty good condition. my wife loves it. not much signs of being a used phone,True
ORD491459,ID0282852559,2019-11-17,Bakers,"[('pearTV', 2), ('Candle Inferno', 2), ('Thunder line', 1), ('iAssist Line', 1)]",17885,83.24,-37.7964935,145.0083308,25,13496.99,Spring,False,1.8938,love te s4 just bought it for a friend cause ... love te s4 just bought it for a friend cause she needed a new phone and its a good phone to start with if you have never used an android phone,True
ORD419214,ID4520380543,2019-11-28,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2), ('Universe Note', 1), ('Alcon 10', 1)]",21080,86.67,-37.8175846,144.95920769999995,10,19058.67,Spring,True,0.9165,did not come with a sim card so i couldn't connect to my carrier the things i didn't like about this product. 1. it was a used or refurbished. 2. it did not come with a win card.,False
ORD484836,ID0294622925,2019-11-03,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 1), ('Thunder line', 2)]",32890,97.71,-37.8189152,144.96496630000001,10,29698.71,Spring,True,0.4047,"i wasn't really expecting much, however i was pleasantly surprised.it feels solid, responsive, screen is good.for the price its a bargain!!",True
ORD070361,ID2383211225,2019-12-05,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Toshika 750', 2), ('Thunder line', 2)]",23175,91.09,-37.813525299999995,144.9655983,15,19789.84,Summer,True,0.6628,"i'm very happy with my phone i'm very happy with my phone. just had some trouble updating it to the most recent software, but i could fix it. very content!",True
ORD418562,ID2700682443,2019-10-09,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,101.57,-37.8232981,144.9763712,10,5128.07,Spring,True,0.7961,all is good all is good,True
ORD152348,ID0250774449,2019-02-04,Bakers,"[('Toshika 750', 1), ('iStream', 2)]",4620,99.36,-37.8160237,145.0089436,25,3564.36,Summer,True,1.3799,good product products are of excellent quality for equipment acquired through digico. thank you,True
ORD430011,ID0372992239,2019-02-02,Bakers,"[('Thunder line', 2), ('Lucent 330S', 1)]",5590,78.41,-37.8076088,144.9797887,25,4270.91,Summer,False,1.3840000000000001,cool not bad,True
ORD392310,ID6197209830,2019-02-26,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",16440,79.94,-37.8172419,144.93174,5,15697.94,Summer,False,1.4408,great gift. working great for my mother.,True
ORD122117,ID1224854786,2019-08-24,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('pearTV', 2)]",18300,65.27,-37.8134156,144.940074,0,18365.27,Winter,False,0.6207,large nice,True
ORD002604,ID6167359489,2019-01-29,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Thunder line', 2), ('iStream', 1)]",15375,78.82,-37.812644299999995,144.9738043,15,13147.57,Summer,True,0.7607,one star could not activate the phone as it is still under the prepaid conditions for verizon. returned for refund,False
ORD217003,ID5015518499,2019-06-06,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",13590,63.67,-37.8129188,144.9693111,15,11615.17,Winter,False,0.6322,"sweet alcon, sweet price great phone, great price! 👍 was skeptical yet hopeful. satisfaction delivered...",True
ORD426950,ID0579503422,2019-11-28,Thompson,"[('Universe Note', 1), ('pearTV', 1)]",9760,57.2,-37.813809899999995,144.9497383,5,9329.2,Spring,False,0.2667,"you get what you pay for. a small tablet, with ok specs. what was annoying about this tablet was the fact that you have to pay to remove ""offers."" you shouldn't have to pay to remove bloatware.",False
ORD360030,ID3215192361,2019-01-11,Thompson,"[('iStream', 2), ('Olivia x460', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",12930,69.09,-37.8097809,144.9481965,25,9766.59,Summer,False,0.3369,"olivia quality upgrade i was surprised it looked like new, no scratches. perfect replacement upgrade for my 3 yr old olivia that was in need of a new battery.",True
ORD489695,ID0305913667,2019-08-26,Bakers,"[('Universe Note', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",19300,78.02,-37.801281700000004,145.0007346,5,18413.02,Winter,True,1.0841,it is great upgrade. yes! it is working with safelink government cell phone in wa state. it is great upgrade.,True
ORD281637,ID6167191737,2019-02-02,Nickolson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",6975,54.89,-37.815569399999994,144.9666736,25,5286.14,Summer,False,0.4213,"wish i could give it no stars not only was this product not unlocked, it could not even be unlocked because at&t said the phone wasn't paid in full. had to return. what a waste of time.",False
ORD232034,ID3148722376,2019-06-24,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1), ('pearTV', 1)]",15435,66.04,-37.8211152,144.9577686,5,14729.29,Winter,False,1.0734,nice talking,True
ORD365114,ID0591408272,2019-09-25,Nickolson,"[('Thunder line', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",12990,76.24,-37.819553000000006,144.9601305,0,13066.24,Spring,False,0.8352,"simple to use, worked well right out the box after charging i am new to this type of phone so i have nothing to compare it to. camera seems good. everything seems easy to use.",True
ORD160469,ID5424203825,2019-02-26,Nickolson,"[('iStream', 1), ('Universe Note', 2), ('pearTV', 1)]",13360,59.35,-37.8221479,144.97905500000005,0,13419.35,Summer,False,0.9246,"we have a problem here.... this phone appears to overheat causing the lcd to fail...there are numerous complaint on youtube about the issue, if another one fails i will be requesting a full refund. [...]",False
ORD345568,ID6167417908,2019-10-11,Thompson,"[('Olivia x460', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",5535,59.66,-37.817192799999994,144.9531503,5,5317.91,Spring,False,0.7343,"puntualidad con la entrega. no es lo que yo esperaba del xperia1, pensé que era algo mucho mejor,""nota... esperé 6 meses, para tenerlo en mis manos""",False
ORD450807,ID3189789232,2019-09-07,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330,83.08,-37.804002399999995,144.968017,25,5580.58,Spring,False,1.63,great phone this phone is great good battery life doesn't heat up am just having fun with it,True
ORD072745,ID5402876143,2019-06-29,Nickolson,"[('iStream', 2), ('Olivia x460', 2)]",2750,62.83,-37.819443400000004,144.9768094,5,2675.33,Winter,False,0.6452,"worth it this is a nice phone, beside all the detail about it. overall, you wont regret spending your money for this.",True
ORD154091,ID2017851105,2019-08-14,Bakers,"[('Olivia x460', 2), ('Universe Note', 1)]",5900,80.16,-37.8005165,144.9848006,10,5390.16,Winter,True,1.3983,"five stars i love it, thank you so much!",True
ORD388232,ID0247417827,2019-05-16,Nickolson,"[('Alcon 10', 2), ('iStream', 2), ('iAssist Line', 2), ('Thunder line', 1)]",24830,48.11,-37.81733079999999,144.9688157,5,23636.61,Autumn,False,0.1549,weak sound. compared to the google home mini the sound is bad. also you need gold to have a small selection of music and need gold music to play everything. also if you get two you need gold family music to play music on both. i think it's lame that you need a family plan to use multiple devices.,False
ORD387783,ID6167357852,2019-03-29,Nickolson,"[('pearTV', 2), ('Universe Note', 1)]",16070,80.46,-37.80946760000001,144.9723439,25,12132.96,Autumn,True,1.0453,this is so easy to use and does exactly what i hoped.,True
ORD413921,ID0127538409,2019-07-25,Bakers,"[('Thunder line', 2), ('iStream', 1), ('pearTV', 2), ('Universe Note', 1)]",20580,75.67,-37.8038083,144.9969606,5,19626.67,Winter,True,0.7054,works good works good,True
ORD300073,ID0650285635,2019-03-27,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",15850,65.48,-37.813238500000004,144.97768090000002,0,15915.48,Autumn,False,0.9309999999999999,a great buy i spent $99.99 on this product and it's worth every single penny you have to buy a sim card if you hope to use it but it comes with the phone and the charger and yes you can play pokemon go on it,True
ORD352353,ID0702364058,2019-06-13,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680,50.66,-37.8055715,144.9418302,15,4028.66,Winter,False,0.915,"not as advertised the phone sent was a prepaid phone, however, the product was not advertised as such. no where does it say this is a prepaid phone.",False
ORD251869,ID0588236715,2019-06-26,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Lucent 330S', 1), ('iAssist Line', 1)]",7055,74.85,-37.81132279999999,144.97346940000003,10,6424.35,Winter,True,0.8798,nice phone! nice little phone! love it!,True
ORD161187,ID6167489451,2019-01-30,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",22395,80.46,-37.813956899999994,144.9601516,5,21355.71,Summer,True,0.9746,"beware - battery may stop charging for no reason. i have bought two of these. both phones have died because of battery issues. the first one died after about 4 months, and the 2nd one died in only 6. i never made any modifications to either phone. after a time they just refuse to charge at all. i suppose you get what you pay for... buyer beware.",False
ORD125217,ID0519816456,2019-04-29,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",9200,82.23,-37.8267473,144.9515487,5,8822.23,Autumn,True,1.6155,it’s the best i got it for my sister and she love no complains on it all.,True
ORD442330,ID0846571209,2019-12-27,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090,65.19,-37.818051399999995,144.9694604,15,10341.69,Summer,False,0.061,"great product & merchant! olivia universe s4 great product, delivered in condition and by date promised! thumbs up!!",True
ORD473418,ID0363400141,2019-01-26,Thompson,"[('pearTV', 1), ('Universe Note', 2)]",13210,104.31,-37.799546299999996,144.96284450000005,0,13314.31,Summer,True,2.015,solid buy this is way better phone then i thought it was going to be.,True
ORD365048,ID0316414093,2019-01-27,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1), ('iAssist Line', 1)]",6905,96.5,-37.8089016,144.9602386,10,6311.0,Summer,True,1.232,"good battery life it was hard to get used to after having olivia phones, but the battery life is great. hopefully it lasts a long time so i don't have to buy a new phone. the picture quality is good. i am s senior, so for my use it is good!",True
ORD484567,ID4754129529,2019-05-28,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",13315,85.76,-37.8086348,144.9229018,0,13400.76,Autumn,True,2.1724,"my grandchildren are home schooled and utilize the tables for many learning apps! they love using them as it makes them feel ""so grown up""! the tablets are a great leaning tool and they are receiving many benefits from them!",True
ORD225519,ID0385165922,2019-11-07,Bakers,"[('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",14655,105.32,-37.8015996,144.9843406,15,12562.07,Spring,True,1.3384,10/10 better than i expetcted will buy again,True
ORD216545,ID0746912534,2019-01-21,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('Thunder line', 2), ('iStream', 2)]",9335,79.6,-37.825771,144.9828691,5,8947.85,Summer,False,1.4176,excellent alcon 6s really nice alcon. i love it.,True
ORD002710,ID0777906400,2019-09-13,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",12455,81.55,-37.8011152,144.95660969999997,0,12536.55,Spring,False,1.5361,great speed and function for a small price. does what i needed.,True
ORD209563,ID3157171395,2019-04-05,Nickolson,"[('iAssist Line', 1), ('pearTV', 1)]",8535,79.02,-37.82144260000001,144.95731990000004,10,7760.52,Autumn,True,1.1213,good for price seems really good right now. had it for almost a month.,True
ORD028656,ID0233555460,2019-07-13,Bakers,"[('Universe Note', 2), ('Lucent 330S', 1), ('pearTV', 1)]",14440,81.16,-37.8075471,144.97918719999996,0,14521.16,Winter,True,1.4372,it's great its a really good phone and the shipping for went really good i'll consider this for anyone,True
ORD151896,ID0634783037,2019-02-06,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",15880,91.17,-37.811894099999996,144.9393496,0,15971.17,Summer,True,0.6844,"five stars everything was fine with the order. love the new phone. speedy delivery, too. thank you,",True
ORD295986,ID0233275064,2019-04-05,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2), ('iStream', 2)]",20660,82.78,-37.7989222,144.977281,10,18676.78,Autumn,True,2.0031,four stars the item is in good condition,True
ORD232885,ID0746921890,2019-07-20,Nickolson,"[('iStream', 1), ('Thunder line', 2), ('pearTV', 1), ('Lucent 330S', 2)]",13280,53.37,-37.824672,144.9824261,15,11341.37,Winter,False,1.3188,"had it for about a week and now it won't take charge, tried new chargers and still not taking charge. happy with tablet but unhappy about not chatging",False
ORD386970,ID4326586188,2019-05-16,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2), ('pearTV', 1)]",14440,65.98,-37.8102571,144.9613166,10,13061.98,Autumn,False,1.1772,i was hoping the cord was white also. otherwise it is fine.,True
ORD079838,ID0196903046,2019-04-09,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",10420,65.62,-37.8222431,144.96466519999996,0,10485.62,Autumn,False,0.5912,four stars great phone!!! long life battery. beautiful design. very good purchase. love the camera,True
ORD293753,ID0844455717,2019-10-10,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,101.35,-37.82089860000001,144.9475678,10,3089.35,Spring,True,0.9167,"just what i wanted this lucentrola barrage v860 phone came in as described, it worked fine on the existing service. thanks for a good product.",True
ORD341712,ID0746921890,2019-09-27,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Candle Inferno', 2)]",13630,81.56,-37.824672,144.9824261,15,11667.06,Spring,False,1.3188,"i enjoy using this candle inferno 8"". the apps are easy to install, the screen is a great size. i can even use it without my glasses.",True
ORD485657,ID2776396947,2019-12-06,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('iStream', 1), ('Olivia x460', 2)]",4690,71.71,-37.8128878,144.9641366,10,4292.71,Summer,False,0.7939,good product with best price available in the market place,True
ORD309063,ID1725216536,2019-11-26,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Olivia x460', 2), ('pearTV', 1)]",14070,108.79,-37.8029875,144.9651083,10,12771.79,Spring,True,1.7808,phoneed worked perfectly and all. my only concern was ... phoneed worked perfectly and all. my only concern was that it came with fake earbuds and a broken charger so i definitely had to replace those.,True
