order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD331136,ID6167266654,2019-06-14,Nickolson,"[('Thunder line', 2), ('Alcon 10', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",26945.0,62.41,-37.8097533,144.963887,0,27007.41,Winter,True,1.1031,"90 warranty is cheap, phone broke fast digitizer went out, wouldn't take it back, due to scratch, was totally under 90days too",False
ORD269054,ID2383211199,2019-05-29,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1), ('iStream', 1), ('Alcon 10', 2)]",25820.0,80.7,-37.8095512,144.963753,0,25900.7,Autumn,True,1.1285,expensive the battery life should have been better and the phone is extremely expensive,True
ORD153140,ID0575396015,2019-09-17,Nickolson,"[('Toshika 750', 2), ('iStream', 2)]",8940.0,79.5,-37.8210743,144.9830055,0,9019.5,Spring,False,1.2149,... here but i just want to say that i love my s4 i didn't directly purchase it here but i just want to say that i love my s4. but the sides are easily dented and the home button is harder to press as time goes by. maybe it's just my unit.,True
ORD415575,ID1463547065,2019-08-15,Bakers,"[('iStream', 1), ('Candle Inferno', 2)]",1010.0,79.78,-37.8188114,145.0052595,10,988.78,Winter,True,1.3193,works perfect. good value. works perfect. good value.,True
ORD142124,ID4510119501,2019-04-21,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",23210.0,52.27,-37.8139908,145.00727890000005,0,23262.27,Autumn,False,1.149,two stars the phone is crap,False
ORD009039,ID0298045612,2019-03-06,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Universe Note', 1), ('Alcon 10', 2)]",24660.0,63.55,-37.8228607,144.96657140000005,25,18558.55,Autumn,False,0.5423,five stars best phone i ever had. the whole family has one.,True
ORD294227,ID2835264526,2019-08-29,Thompson,"[('iStream', 2), ('Universe Note', 2)]",7200.0,81.5,-37.82488970000001,144.93613340000005,25,5481.5,Winter,True,1.6655,it's okay good,True
ORD370897,ID0248746938,2019-01-06,Bakers,"[('Candle Inferno', 1), ('pearTV', 1), ('Universe Note', 1)]",10190.0,80.53,-37.8224899,144.99328730000005,0,10270.53,Summer,False,1.4012,showed up on time and works great great phone and it looked new even though it was used technically.,True
ORD046651,ID0030947458,2019-07-01,Nickolson,"[('pearTV', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",18165.0,67.75,-37.803268,144.9651635,5,17324.5,Winter,True,1.7492,one star i wasn't able to activate was looked,False
ORD227342,ID4516260665,2019-06-29,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('iAssist Line', 2)]",7060.0,75.14,-37.8081032,144.9477129,10,6429.14,Winter,True,0.5119,this seller is a pro who backs up what he sells! everything about this phone is great! except can't get lte but 4g comes close. i use metro pcs.,True
ORD032468,ID0030240831,2019-11-13,Thompson,"[('pearTV', 2), ('iStream', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",18320.0,66.67,-37.8007885,144.9570861,0,18386.67,Spring,False,1.5895,"think twice spending money on these type of phones. one of the phones does not work, does not get signal , and the camera does not work.",False
ORD060819,ID0591430819,2019-07-05,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",15855.0,61.0,-37.81745720000001,144.967618,25,11952.25,Winter,False,0.212,great phone! super fast great phone! super fast. great color. son loves this phone. great price for a non contract phone compared to what they charge at the phone stores. was advised to get new sd card for every new phone for if to run at its best. so runs perfect.,True
ORD018075,ID1201417384,2019-07-08,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('iStream', 1)]",6695.0,86.06,-37.799487899999995,144.92750900000001,10,6111.56,Winter,True,2.2614,five stars nice phone!,True
ORD033032,ID0302135273,2019-08-10,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iStream', 2)]",3985.0,63.69,-37.8077748,144.98215990000003,15,3450.94,Winter,True,1.1759,"died within 3m of purchase died after less than 3m, and this was with very light use. now will only get a charging symbol but will not turn on, reboot, etc. of course, too late to return...",False
ORD252431,ID0780920704,2019-04-15,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130.0,67.92,-37.7997877,144.9551709,25,6165.42,Autumn,False,1.6016,"awesome mothers day present! bought it for my mother on mothers day, and she loves it!",True
ORD191584,ID0634774941,2019-12-20,Thompson,"[('iStream', 1), ('Universe Note', 2), ('Candle Inferno', 2)]",7910.0,73.98,-37.8118628,144.9383351,25,6006.48,Summer,False,0.7734,"love the thunder !!! i love the size, material and speaker quality. i have it hooked up to one light easily and will work on additional lights and thermostat. next is thunder line for bedroom. there is a lot more to do with thunder that you think. traffic, weather, trivia, etc.",True
ORD399547,ID2567155992,2019-10-09,Bakers,"[('Thunder line', 2), ('Alcon 10', 2), ('pearTV', 1), ('Candle Inferno', 1)]",29000.0,105.15,-37.803444,145.0109935,15,24755.15,Spring,True,1.5664,a good phone the home button did act up for a week where it stopped working for reason and then started up again. for no reason. a good phone,True
ORD007969,ID0247689966,2019-12-30,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('pearTV', 2), ('Candle Inferno', 2)]",21605.0,72.03,-37.8177706,144.9722486,10,19516.53,Summer,True,0.2543,"failed speaker i bought it delivered to miami, when i start to use it in argentina the speaker didn't work.",False
ORD112541,ID1462398828,2019-12-27,Bakers,"[('Thunder line', 1), ('pearTV', 2)]",14800.0,106.86,-37.819972799999995,145.0164243,5,14166.86,Summer,True,2.1695,blue is not the new black so far i'm pleased with the phone functions i received a blue phone; not what i ordered.,True
ORD441479,ID0477079749,2019-11-09,Bakers,"[('iStream', 2), ('pearTV', 1), ('Universe Note', 2), ('Olivia x460', 2)]",15960.0,106.4,-37.8062074,144.9785247,0,16066.4,Spring,True,1.5287,will be on top! 1. call quality is amazingly clear. 2. camera is the best of its class. i love photography and this is the best camera phone. instagram please on window phone 8! 3. i was totally amazed by the screen. very clear! 4. the speakers produces great sounds. 5. it's xp!,True
ORD470426,ID0306904051,2019-01-25,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220.0,90.68,-37.8084111,144.9509874,0,22310.68,Summer,True,0.5864,better than expected this phone is much better than most that cost twice as much. even comes with android one so you don't have to worry about upgrades!!!,True
ORD071291,ID2841675058,2019-08-12,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1), ('pearTV', 2), ('Thunder line', 2)]",25110.0,66.22,-37.8093734,144.964315,0,25176.22,Winter,False,1.1251,perfect! not a mark on it! perfect condition. works great. not a mark on it.,True
ORD066377,ID1681675840,2019-09-10,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090.0,80.33,-37.8098862,144.9763827,25,9147.83,Spring,False,1.1405,it a good phone but the system alone takes up about 5 ... it a good phone but the system alone takes up about 5 gigs and when i try top move everything to the sd card it still states that im almost of space and it makes the phone act up all crazy...,True
ORD369455,ID1236937911,2019-12-06,Thompson,"[('iStream', 1), ('Toshika 750', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",12600.0,99.52,-37.8262024,144.9492544,5,12069.52,Summer,True,1.5182,"as advertised great price, quality phone. no problems.",True
ORD319232,ID3887190864,2019-08-06,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 2)]",10880.0,48.08,-37.816861700000004,144.9769001,10,9840.08,Winter,False,0.6744,universe alpha sucks phone is to small in person. bad battery and charger,False
ORD085373,ID0049492978,2019-09-13,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 2)]",18155.0,75.59,-37.8212482,144.9749511,25,13691.84,Spring,False,0.5592,nice options allowing dual usb -c ports and 3.5 mm headphone jack is all i could ask for,True
ORD331588,ID0575397941,2019-08-11,Nickolson,"[('iStream', 2), ('Thunder line', 1), ('iAssist Line', 1), ('pearTV', 1)]",11015.0,67.07,-37.8211898,144.9840542,0,11082.07,Winter,False,1.3076,good good,True
ORD068265,ID0310944064,2019-10-16,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('Thunder line', 2)]",17685.0,104.52,-37.8030258,145.00493649999999,15,15136.77,Spring,True,1.1535,"google pixel!!!! google pixel is a wonderful phone, very light, slim, so easy to store anywhere. fits in pocket, any purse, even found a belt clip holder for it, that was great, very happy with the google pixel.",True
ORD316858,ID0123355934,2019-09-16,Thompson,"[('Candle Inferno', 2), ('iStream', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",8070.0,76.44,-37.7974545,144.926022,5,7742.94,Spring,False,2.5093,if the phone worked correctly it would have received 5 ... if the phone worked correctly it would have received 5 stars. i got the phone on time. i charged it for 3 hours using multiple chargers only to find out they sent me a phone with a defective charging port.,False
ORD480306,ID0355818836,2019-08-20,Bakers,"[('Universe Note', 2), ('Thunder line', 1), ('iAssist Line', 1)]",11305.0,45.7,-37.81013770000001,144.9965834,10,10220.2,Winter,False,0.1199,doesn't work didn't work here either in colombia,False
ORD030136,ID3212411891,2019-02-15,Thompson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900.0,77.21,-37.80671829999999,144.9452586,0,5977.21,Summer,True,0.6817,not good i don't know what happens the cell not coming on the box i'm disappointed,False
ORD477075,ID0579503324,2019-04-01,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Toshika 750', 1), ('Universe Note', 2)]",24530.0,64.43,-37.814676500000004,144.95048930000004,5,23367.93,Autumn,False,0.3744,"would be nice to have instructions not a clue as to how to use it, nothing like our universe 7",True
ORD229031,ID2885198475,2019-09-15,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",7760.0,80.99,-37.804874,144.9716611,10,7064.99,Spring,False,1.5386,"kickass phone for the price! the camera quality is amazing! and otherwise too, it has pretty smooth functioning and good battery life! loving it!",True
ORD462586,ID1449431212,2019-02-28,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('pearTV', 2)]",33120.0,92.3187920289514,-37.813219000000004,144.9738874,25,24933.92,Summer,True,0.7096,"very satisfied with my order. the item looks real nice, like new. it arrived as date promised. thank you very much! my daughter loves it..",True
ORD484962,ID1251052190,2019-04-29,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",4260.0,65.42,-37.8106654,144.9636502,10,3899.42,Autumn,True,1.0239,poor quality item came with a faulty screen and every time i try to contact merchant i get emails not answering my concern,False
ORD260451,ID0248266235,2019-10-19,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540.0,84.98,-37.8272185,144.98814319999997,5,25297.98,Spring,False,1.8958,five stars perfect !!!!,True
ORD469837,ID0576866616,2019-03-12,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('iStream', 2)]",21080.0,67.1,-37.8197255,144.9792496,25,15877.1,Autumn,False,0.8621,why budle with dex pad when note 9 has build in dex? good phone. upgraded from xperia xa to this.,True
ORD150166,ID0287629447,2019-10-08,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",11900.0,77.97,-37.8043419,144.9488589,0,11977.97,Spring,False,0.9407,"wow! i finally convinced my husband to ditch the blackberry and get a xp. we searched and searched and he really liked this phone, according to him this phone is more user friendly and easier to operate. ""i love my new phone"" are his exact words.",True
ORD069830,ID5797758265,2019-06-21,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Thunder line', 2)]",24485.0,63.86,-37.8071223,144.944995,10,22100.36,Winter,False,0.6443,olivia s 7 this is the best phone ever highly recommended,True
ORD283175,ID2481930364,2019-07-12,Bakers,"[('iAssist Line', 1), ('Olivia x460', 1), ('pearTV', 1)]",9760.0,48.18,-37.80551060000001,144.9986564,25,7368.18,Winter,False,0.5831,"fraud the phone is like new, but malfunctioning. it should be 4.5 stars but not good for anything. the return button is damaged and i was not able to advance to choose the language because it was returned to the previous step.",False
ORD065683,ID2168114069,2019-02-15,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('iStream', 1), ('Alcon 10', 1)]",16430.0,78.37,-37.808298,144.97618290000003,25,12400.87,Summer,False,1.2861,five stars i use this phone good,True
ORD447967,ID6167489492,2019-04-21,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675.0,79.32,-37.8187434,144.9625917,5,5470.57,Autumn,True,0.6122,"a+ an excellent refurbished model, like new!! a+ and i would definitely buy again from this seller. phone works better than my last note3!",True
ORD090815,ID0709973354,2019-11-04,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('Toshika 750', 1)]",14990.0,103.84,-37.8149802,144.9354243,10,13594.84,Spring,True,1.0558,good battery life good battery life,True
ORD145009,ID0746908733,2019-05-24,Bakers,"[('pearTV', 1), ('iStream', 2)]",6610.0,86.42,-37.8223081,145.01542519999995,5,6365.92,Autumn,True,2.2431,small footprint.  nice clarity.,True
ORD461361,ID6167489375,2019-03-24,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Olivia x460', 1)]",3750.0,52.81,-37.8076285,144.95817119999995,0,3802.81,Autumn,False,1.1264,"european charger delivered in us why i get a european charger, i bought it in us! do i need to buy a converter by myself? really disappointed.",False
ORD348431,ID0703556752,2019-07-19,Thompson,"[('Thunder line', 2), ('iStream', 2)]",4660.0,78.75,-37.806534899999996,144.95608049999996,25,3573.75,Winter,True,1.0464,very happy with purchase phone as advertised (excellent condition) and arrived a day early. very happy with purchase.,True
ORD213374,ID3151854212,2019-08-08,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 1)]",9130.0,63.04,-37.8108463,144.9516429,10,8280.04,Winter,False,0.4507,"still a great phone great camera, lightweight, thin, narrow, fast, more than fair price.",True
ORD398248,ID0289602682,2019-07-05,Thompson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630.0,45.95,-37.8134185,144.950358,0,4675.95,Winter,False,0.3009,"my last olivia it work fine for a year but after an update to 7.0 it started to crash everytime. obviously, a software problem of "" programmed death"", but i am not buying a new one.",False
ORD018514,ID0122752579,2019-07-25,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",27400.0,61.223437243949185,-37.814123200000004,144.93970969999995,5,26094.08,Winter,False,0.667,pretty good camera for a phone bought this for the wife. she loves it. pretty good camera for a phone.,True
ORD129030,ID0571731596,2019-09-03,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Olivia x460', 2)]",22810.0,81.48,-37.8246631,144.9466253,10,20610.48,Spring,False,1.3353,love this phone. i bought this phone for my girl but i love it. camera is amazing. plenty of storage for less than most phones. easy to transfer info and came brand new in the packaging sealed. very nice,True
ORD396132,ID0052600140,2019-07-06,Thompson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850.0,54.54,-37.804212400000004,144.96037819999995,10,12519.54,Winter,False,1.5024,"good phone...refurb had bad reception. i will try again. unfortunately, i got this phone. a good phone but the one i got had reception problems. i own another, exact same one, and it works fine. i got another as an extra for another number i use for work.",False
ORD316910,ID4418536057,2019-11-29,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 2)]",8540.0,71.64,-37.8026029,144.9632644,5,8184.64,Spring,False,1.8126,only last 5 months and not wont turn on.....spent 179 for a product that didnt last worked gr eat for awhile but now wont even turn on. paid a lot of money for it not to last long,False
ORD062530,ID2810279749,2019-07-31,Bakers,"[('Thunder line', 1), ('iStream', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",5790.0,65.44,-37.8172122,144.9893246,10,5276.44,Winter,False,0.9566,five stars it works great!,True
ORD215190,ID1715985892,2019-02-25,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1)]",4750.0,93.32,-37.8229834,144.9623661,25,3655.82,Summer,True,0.7986,great condition! this phone was just as described! great condition!,True
ORD331566,ID1725216746,2019-07-08,Nickolson,"[('iAssist Line', 2), ('iStream', 1), ('Universe Note', 2)]",11500.0,69.4,-37.8046908,144.9648124,5,10994.4,Winter,False,1.6029,good phone good phone,True
ORD321881,ID3210156250,2019-03-24,Thompson,"[('Toshika 750', 1), ('pearTV', 2)]",16940.0,78.33422116776981,-37.80883710000001,144.9484354,5,16171.51,Autumn,True,0.4436,very good it is work properly.....,True
ORD142258,ID0168408581,2019-10-14,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2), ('iStream', 1), ('Lucent 330S', 2)]",7285.0,77.83,-37.8119875,144.96157140000003,10,6634.33,Spring,False,1.0166,"phone love the phone and i like digico, plus the company got it out pretty quick",True
ORD338220,ID0547588459,2019-02-24,Bakers,"[('pearTV', 2), ('Olivia x460', 2)]",15070.0,75.39,-37.8163524,144.9883405,0,15145.39,Summer,False,0.9316,works like a charm...,True
ORD462300,ID0164063160,2019-01-25,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('Thunder line', 1)]",5060.0,73.25,-37.8149599,144.9546275,5,4880.25,Summer,False,0.7118,five stars heats up a bit but is still a very good phone.,True
ORD217398,ID2935371912,2019-11-01,Bakers,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330.0,83.58,-37.8249344,144.99217219999997,25,13831.08,Spring,False,1.6845,"five stars the best phone ever, until now at least :))))",True
ORD354392,ID0370244031,2019-09-18,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330.0,70.78,-37.8012793,144.9673138,15,15651.28,Spring,False,1.9375,warning: purchase with caution from this distributor the phone i received was inoperable. purchase with caution from this distributor.,False
ORD392748,ID5797758259,2019-04-21,Thompson,"[('Toshika 750', 1), ('Universe Note', 2)]",11220.0,81.55,-37.8071333,144.9450199,10,10179.55,Autumn,True,0.6425,"lumia 900 - nice phone from xp excellent phone. this is a great phone, from xp except it is not upgradable to windows 8, can be upgraded to 7.8 no file transfer through bluetooth.",True
ORD283376,ID0777717019,2019-03-19,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",26710.0,67.15,-37.805506799999996,144.955431,10,24106.15,Autumn,False,1.085,good phone i love it,True
ORD436362,ID0317535753,2019-10-23,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680.0,83.52,-37.8052171,144.96417409999995,10,4295.52,Spring,False,1.5625,great for watching sports events away from home but within wi fi range.,True
ORD312018,ID0302135272,2019-07-17,Bakers,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675.0,52.22,-37.8062935,144.9824059,0,5727.22,Winter,False,1.2009999999999998,it contains too many adds that cant be removed including the lock screen its not worth the money,False
ORD240210,ID2776664740,2019-04-12,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2)]",7900.0,68.3,-37.8242985,144.95530730000004,15,6783.3,Autumn,False,1.4042,very easy to use and much quicker then looking up everything on the cell phone.,True
ORD269522,ID1457647364,2019-02-14,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130.0,91.47,-37.812317900000004,144.9658842,10,10108.47,Summer,True,0.7696,four stars the phone works well!,True
